"State","HighQ","HighQN","MedQ","MedQN","LowQ","LowQN"
"Alabama","$341.58","1222","$204.22","1093","$143.98","143"
"Alaska","$289.76","289","$256.77","346","$388.58","26"
"Arizona","$301.58","2175","$209.18","1886","$193.97","253"
"Arkansas","$352.14","665","$184.11","625","$129.02","128"
"California","$246.34","13524","$192.8","14696","$192.21","872"
"Colorado","$237.25","2531","$196.82","2109","$228.95","152"
"Connecticut","$345.84","1447","$275.04","1524","$250.9","98"
"Delaware","$372.39","393","$226.25","317","$209.72","38"
"District of Columbia","$347.02","498","$291.1","413","$214.01","45"
"Florida","$304.55","7537","$218.7","6149","$152.18","582"
"Georgia","$329.54","3548","$214.87","2623","$154.62","250"
"Hawaii","$314.92","367","$276.83","406","$167.62","27"
"Idaho","$274.75","351","$255.16","515","$139.21","27"
"Illinois","$356.98","4552","$286.32","4158","$189.63","377"
"Indiana","$335.05","1898","$209.45","1692","$157.92","272"
"Iowa","$370.64","779","$291.97","759","$247.1","110"
"Kansas","$350.78","943","$261.16","746","$121.33","118"
"Kentucky","$339.9","1167","$182.91","1141","$125.15","149"
"Louisiana","$370.5","1221","$243.47","1012","$147.57","260"
"Maine","$318.78","506","$258.79","495","$216.72","56"
"Montana","$268.72","630","$250.49","304","$660.67","25"
"Nebraska","$344.29","582","$250.35","569","$140.02","68"
"Nevada","$267.71","1001","$226.87","1077","$243.46","66"
"New Hampshire","$360.8","479","$290.91","507","$677.38","41"
"New Jersey","$352.73","2488","$291.16","3215","$232.13","215"
"New Mexico","$291.27","631","$201.58","505","$80.21","47"
"New York","$349.95","6436","$266.64","6673","$205.61","523"
"North Carolina","$354.07","3203","$245.26","2240","$149.88","252"
"North Dakota","$391.94","165","$351.6","241","$347.51","17"
"Ohio","$336.16","3447","$215.56","3289","$164.07","445"
"Oklahoma","$366.71","860","$230.48","790","$121.24","151"
"Oregon","$210.46","1796","$185.96","1521","$165.75","75"
"Maryland","$376.06","2247","$249.91","1815","$189.87","166"
"Massachusetts","$350.06","3226","$294.24","2819","$219.35","240"
"Michigan","$295.74","3354","$278.56","2883","$273.37","247"
"Minnesota","$367.66","1941","$277.65","1821","$185.01","107"
"Mississippi","$341.34","477","$146.47","410","$141.39","118"
"Missouri","$368.31","1792","$244.88","1526","$148.69","229"
"Pennsylvania","$368.82","4409","$267.64","3739","$194.96","416"
"Rhode Island","$331.15","584","$259.85","409","$201.75","34"
"South Carolina","$344.35","1322","$202.37","1059","$186.91","139"
"South Dakota","$388.48","178","$355.47","195","$124.17","21"
"Tennessee","$356.82","1779","$226.34","1437","$189.4","173"
"Texas","$339.89","6773","$233.91","6624","$142.45","962"
"Utah","$290.98","770","$241.05","803","$189.95","49"
"Vermont","$376.05","305","$319.41","266","$190.36","26"
"Virginia","$371.2","2772","$288.45","2289","$224.33","235"
"Washington","$233.78","2637","$190.77","2679","$143.67","121"
"West Virginia","$357.84","431","$215.35","426","$158.25","46"
"Wisconsin","$355.58","1823","$270.66","1611","$241.02","141"
"Wyoming","$354.33","104","$370.79","149","$161.3","11"
